file,resource_type,method,column,non_null_count,non_null_fraction
MimicMedicationRequest.ndjson.gz,MedicationRequest,generic_json_normalize,subject.reference,17552,1.0
MimicMedicationRequest.ndjson.gz,MedicationRequest,generic_json_normalize,encounter.reference,17552,1.0
MimicMedicationRequest.ndjson.gz,MedicationRequest,generic_json_normalize,dispenseRequest.validityPeriod.end,14574,0.8303327256153145
MimicMedicationRequest.ndjson.gz,MedicationRequest,generic_json_normalize,dispenseRequest.validityPeriod.start,14574,0.8303327256153145
MimicMedicationRequest.ndjson.gz,MedicationRequest,generic_json_normalize,medicationReference.reference,15225,0.867422515952598
MimicMedicationRequest.ndjson.gz,MedicationRequest,generic_json_normalize,medicationCodeableConcept.coding,2327,0.132577484047402
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,resourceType,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,id,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,status,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,subject_ref,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,encounter_ref,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,code_code,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,code_system,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,code_display,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,effective_datetime,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,value_quantity_value,257474,0.3849433814449019
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,value_quantity_unit,162571,0.2430561162093227
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,value_quantity_code,162571,0.2430561162093227
MimicObservationChartevents.ndjson.gz,Observation,fhiry_compact,value_string,411388,0.6150566185550981
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,id,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,code,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,meta,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,issued,667703,0.9982672060903445
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,status,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,subject,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,category,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,encounter,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,resourceType,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,valueQuantity,257474,0.3849433814449019
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,effectiveDateTime,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,valueString,411388,0.6150566185550981
MimicObservationChartevents.ndjson.gz,Observation,fhirpack_frame,referenceRange,18473,0.027618552107908655
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,id,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,issued,667703,0.9982672060903445
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,status,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,category,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,resourceType,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,effectiveDateTime,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,code.coding,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,meta.profile,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,subject.reference,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,encounter.reference,668862,1.0
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.code,162571,0.2430561162093227
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.unit,162571,0.2430561162093227
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.value,257474,0.3849433814449019
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.system,257474,0.3849433814449019
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,valueString,411388,0.6150566185550981
MimicObservationChartevents.ndjson.gz,Observation,generic_json_normalize,referenceRange,18473,0.027618552107908655
MimicObservationED.ndjson.gz,Observation,fhiry_compact,resourceType,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,id,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,status,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,subject_ref,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,encounter_ref,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,code_code,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,code_system,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,code_display,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,effective_datetime,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,value_quantity_value,0,0.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,value_quantity_unit,0,0.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,value_quantity_code,0,0.0
MimicObservationED.ndjson.gz,Observation,fhiry_compact,value_string,1399,0.5102115244347192
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,id,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,code,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,meta,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,partOf,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,status,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,subject,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,category,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,encounter,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,valueString,1399,0.5102115244347192
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,resourceType,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,effectiveDateTime,2742,1.0
MimicObservationED.ndjson.gz,Observation,fhirpack_frame,dataAbsentReason,1343,0.4897884755652808
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,id,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,partOf,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,status,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,category,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,valueString,1399,0.5102115244347192
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,resourceType,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,effectiveDateTime,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,code.coding,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,meta.profile,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,subject.reference,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,encounter.reference,2742,1.0
MimicObservationED.ndjson.gz,Observation,generic_json_normalize,dataAbsentReason.coding,1343,0.4897884755652808
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,resourceType,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,id,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,status,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,subject_ref,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,encounter_ref,79307,0.7361849861223277
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,code_code,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,code_system,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,code_display,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,effective_datetime,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,value_quantity_value,95258,0.88425371541025
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,value_quantity_unit,88951,0.8257075756309932
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,value_quantity_code,88951,0.8257075756309932
MimicObservationLabevents.ndjson.gz,Observation,fhiry_compact,value_string,12467,0.115727719141905
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,id,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,code,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,meta,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,issued,106735,0.9907915378688722
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,status,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,subject,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,category,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,specimen,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,extension,98398,0.9134014685269245
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,identifier,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,resourceType,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,valueQuantity,95258,0.88425371541025
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,referenceRange,88999,0.8261531463792735
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,effectiveDateTime,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,note,18454,0.1713033872659593
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,valueString,12467,0.115727719141905
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,encounter,79307,0.7361849861223277
MimicObservationLabevents.ndjson.gz,Observation,fhirpack_frame,dataAbsentReason,2,1.8565447845015642e-05
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,id,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,issued,106735,0.9907915378688722
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,status,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,category,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,extension,98398,0.9134014685269245
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,identifier,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,resourceType,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,referenceRange,88999,0.8261531463792735
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,effectiveDateTime,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,code.coding,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,meta.profile,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,subject.reference,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,specimen.reference,107727,1.0
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.code,88951,0.8257075756309932
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.unit,88951,0.8257075756309932
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.value,95258,0.88425371541025
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.system,95258,0.88425371541025
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,note,18454,0.1713033872659593
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,valueString,12467,0.115727719141905
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,encounter.reference,79307,0.7361849861223277
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,valueQuantity.comparator,12,0.00011139268707009385
MimicObservationLabevents.ndjson.gz,Observation,generic_json_normalize,dataAbsentReason.coding,2,1.8565447845015642e-05
MimicPatient.ndjson.gz,Patient,fhiry_compact,resourceType,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,id,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,gender,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,birthDate,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,identifier_value,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,identifier_system,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,marital_code,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,marital_system,100,1.0
MimicPatient.ndjson.gz,Patient,fhiry_compact,managing_org_ref,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,id,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,meta,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,name,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,gender,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,birthDate,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,extension,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,identifier,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,resourceType,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,communication,92,0.92
MimicPatient.ndjson.gz,Patient,fhirpack_frame,maritalStatus,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,managingOrganization,100,1.0
MimicPatient.ndjson.gz,Patient,fhirpack_frame,deceasedDateTime,31,0.31
MimicPatient.ndjson.gz,Patient,generic_json_normalize,id,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,name,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,gender,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,birthDate,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,extension,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,identifier,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,resourceType,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,communication,92,0.92
MimicPatient.ndjson.gz,Patient,generic_json_normalize,meta.profile,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,maritalStatus.coding,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,managingOrganization.reference,100,1.0
MimicPatient.ndjson.gz,Patient,generic_json_normalize,deceasedDateTime,31,0.31
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,resourceType,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,id,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,status,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,subject_ref,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,encounter_ref,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,code_code,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,code_system,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,code_display,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,performed_datetime,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,performed_period_start,0,0.0
MimicProcedure.ndjson.gz,Procedure,fhiry_compact,performed_period_end,0,0.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,id,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,code,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,meta,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,status,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,subject,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,encounter,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,resourceType,722,1.0
MimicProcedure.ndjson.gz,Procedure,fhirpack_frame,performedDateTime,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,id,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,status,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,resourceType,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,performedDateTime,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,code.coding,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,meta.profile,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,subject.reference,722,1.0
MimicProcedure.ndjson.gz,Procedure,generic_json_normalize,encounter.reference,722,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,resourceType,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,id,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,status,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,subject_ref,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,encounter_ref,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,code_code,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,code_system,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,code_display,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,performed_datetime,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,performed_period_start,0,0.0
MimicProcedureED.ndjson.gz,Procedure,fhiry_compact,performed_period_end,0,0.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,id,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,code,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,meta,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,status,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,subject,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,encounter,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,resourceType,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,fhirpack_frame,performedDateTime,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,id,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,status,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,resourceType,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,performedDateTime,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,code.coding,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,meta.profile,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,subject.reference,1260,1.0
MimicProcedureED.ndjson.gz,Procedure,generic_json_normalize,encounter.reference,1260,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,resourceType,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,id,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,status,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,subject_ref,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,encounter_ref,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,code_code,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,code_system,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,code_display,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,performed_datetime,0,0.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,performed_period_start,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhiry_compact,performed_period_end,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,id,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,code,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,meta,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,status,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,subject,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,category,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,encounter,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,resourceType,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,performedPeriod,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,fhirpack_frame,bodySite,353,0.24046321525885558
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,id,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,status,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,resourceType,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,code.coding,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,meta.profile,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,subject.reference,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,category.coding,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,encounter.reference,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,performedPeriod.end,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,performedPeriod.start,1468,1.0
MimicProcedureICU.ndjson.gz,Procedure,generic_json_normalize,bodySite,353,0.24046321525885558
